title,titleExt.es,titleExt.pt,languages.English,languages.Japanese,languages.Portuguese (Brazil),languages.Spanish (Latin Am),"languages.Chinese (Mandarin, PRC)",synopsis.long,synopsis.short,synopsis.medium,synopsisExt.en.long,synopsisExt.en.medium,synopsisExt.en.short,synopsisExt.es.long,synopsisExt.es.medium,synopsisExt.es.short,synopsisExt.pt.long,synopsisExt.pt.medium,synopsisExt.pt.short,synopsisExt.ru.long,synopsisExt.ru.medium,synopsisExt.ru.short,synopsisExt.fr.long,synopsisExt.fr.medium,synopsisExt.fr.short,synopsisExt.de.long,synopsisExt.de.medium,synopsisExt.de.short,maturity.bra,maturity.ca,maturity.irl,maturity.mex,maturity.usa,maturity.chl,maturity.per,maturity.col,maturity.aus,maturity.nzl,genres,studios,showUrl,showSlug,productionYear,releaseYear,quality,ratingUsTvMpaa,ratingPairs,venueId,versions,videoTypes,relevancy,description,id,type
Ai Yori Aoshi,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Comedy"",""Drama""]","[""Geneon Entertainment""]",/shows/ai-yori-aoshi/,ai-yori-aoshi,2002,2002,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|M"",""FVLB|M""]",30464,"[""Uncut""]","[""episode"",""special""]",1,"Kaoru is a college boy living with his fiancé Aoi, but family complications are forcing them to keep their engagement secret. Countless steamy situations arise as a variety of babes start moving in to their mansion. They can’t get enough of Kaoru—they’re even invading his bed! Two is company and eight is a party in this romping romance brought to you by the director of Saber Marionette J.",AYA,Show
Air Gear,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Fan Service"",""Action/Adventure""]","[""Kodansha""]",/shows/air-gear/,air-gear,2006,2006,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|M"",""FVLB|M""]",52940,"[""Uncut""]","[""episode"",""special""]",1,"Tough guy Ikki rules his school, but when he’s defeated by a gang of Storm Riders, the four sisters he lives with welcome him to the world of Air Trecks—motor-powered inline skates. With his powerful new wings, Ikki fights for his friends and his pride in fierce Air Treck battles. One mistake could cost him everything, but each victory brings him closer to becoming the king of the sky.",AGR,Show
Akashic Records of Bastard Magic Instructor,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,true,"[""Action/Adventure""]","[""Kadokawa Pictures""]",/shows/akashic-records-of-bastard-magic-instructor/,akashic-records-of-bastard-magic-instructor,2017,2017,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP16""]",369820,"[""Uncut"",""Simulcast""]","[""episode""]",1,"The new teacher at a magical academy has a rather unorthodox approach to education. Even though his students are driven to learn, he prefers to write instructions on the chalkboard then nap during class. His evident laziness and overall incompetence frustrate his students. However, when a terrible incident threatens the school, he shows a new side to himself that takes everyone by surprise.",ARS,Show
Akebi's Sailor Uniform,Akebi's Sailor Uniform,Akebi's Sailor Uniform,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Slice of Life""]","[""Aniplex""]",/shows/akebis-sailor-uniform/,akebis-sailor-uniform,2022,2022,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4034512,"[""Simulcast""]","[""episode""]",1,"It’s Komichi Akebi’s first year of junior high and she has her heart set on one thing: Robai Private Academy’s sailor uniform. As the next chapter of her life gets closer, she dreams of all the exciting new experiences she’ll get to have—school lunches, classes, club activities, and of course, making lots of friends! With her favorite outfit on, Komichi feels ready for anything.",ASU,Show
Akiba's Trip The Animation,Akiba's Trip,Akiba's Trip,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,Sí,Sí,Sí,-,-,-,false,true,true,false,true,,,,,,"[""Action/Adventure"",""Fan Service""]","[""Gonzo""]",/shows/akibas-trip-the-animation/,akibas-trip-the-animation,2017,2017,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""DJCTQ|16"",""RTC|C"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",256256,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Based off the hit game comes a new series about the danger lurking in the Otaku heaven of Akihabara. Vampires with an ability to take over anyone they bite seek their prey in this anime fan’s paradise. When Tamotsu Denkigai encounters one, he nearly loses his life until the mysterious Matome Mayonaka revives him! Now part vampire, he forms a group to protect the streets of Akiba.",AKT,Show
Akira,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,,,"[""Action/Adventure"",""Sci Fi""]","[""Kodansha""]",/shows/akira/,akira,1988,1988,"{""quality"":""HD"",""height"":1080}",,"[""CHVRS|18A"",""IFCOF|18"",""MPAA|R"",""zw-movies|18""]",40304,"[""Uncut""]","[""movie""]",1,"Clandestine army activities threaten the war torn city of Neo-Tokyo when a mysterious being with powerful psychic abilities escapes his prison and inadvertently draws a violent motorcycle gang into a heinous web of experimentation. As a result, a biker with a twisted mind embarks on a path of war, seeking revenge against a society what once called him weak.",AKR,Show
Akudama Drive,Akudama Drive,Akudama Drive,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,false,true,true,false,true,,,,,,"[""Action/Adventure"",""Sci Fi""]","[""Pierrot""]",/shows/akudama-drive/,akudama-drive,2020,2020,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""DJCTQ|16"",""RTC|C"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",1159388,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Many years ago, a Great Civil War ravaged Japan, leaving the country fragmented between two regions: Kansai and Kanto. In Kansai, a group of six Akudama carry out missions given to them by a mysterious black cat, while evading the police. But a dangerous journey is about to unfold when a civilian girl becomes twisted into the Akudama's way of life and witnesses their criminal drives.",AKU,Show
Alderamin on the Sky,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Action/Adventure"",""Drama"",""Fantasy""]","[""Crunchyroll""]",/shows/alderamin-on-the-sky/,alderamin-on-the-sky,2016,2016,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",205601,"[""Simulcast"",""Uncut""]","[""episode""]",1,"The lazy, womanizing Ikta Solork is about as far from a soldier as you can get. But with the Katjvarna Empire now at war with a neighboring country, he and his friends are on their way to join the army. As luck would have it, Ikta’s natural wit and a sudden encounter with the Empire’s last princess burdens him with a responsibility he never asked for.",ALD,Show
Alice & Zoroku,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Comedy""]","[""Bandai Visual Company""]",/shows/alice-zoroku/,alice-zoroku,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",365302,"[""Simulcast"",""Uncut""]","[""episode""]",1,"When trouble comes knocking, do you answer? What if that trouble is Sana, a little girl with the power to materialize anything she imagines? Old man Zoroku would prefer a quiet life, but even he can’t turn away when the escaped test subject ends up in his care. As the unlikely duo make do, their friendship takes root. But first, Sana must learn to use her powers responsibly.",AZR,Show
Alien vs Ninja,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Live-Action"",""Action/Adventure""]","[""Nikkatsu Corp""]",/shows/alien-vs-ninja/,alien-vs-ninja,2009,2009,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG""]",44804,"[""Uncut""]","[""movie""]",1,"In Medieval Japan, savage aliens crash a forest full of the fiercest ninjas of the Iga clan. Swords and throwing stars may fail against these unearthly goons, but ninja skills don’t stop at sharp stuff. If you’re into Army of Darkness, you’ll be taking bets on who’ll win this over-the-top battle for survival!",AVN,Show
Ancient Girl's Frame,Ancient Girl's Frame,Ancient Girls Frame,-,true,-,-,true,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi"",""Drama""]","[""bilibili""]",/shows/ancient-girls-frame/,ancient-girls-frame,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",2773547,"[""Simulcast""]","[""episode""]",1,"When monstrous creatures from deep space terrorize earth, a chosen group of soldiers called the Ancient Girls must protect everyone. Trained to pilot specialized mecha, Gs Frames, these girls are humanity’s last hope. Will their sacrifice be deliverance?",AGF,Show
And you thought there is never a girl online?,And You Thought There Is Never A Girl Online,And You Thought There Is Never A Girl Online,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,,,false,,false,false,false,false,false,"[""Comedy"",""Fan Service""]","[""Geneon Entertainment""]",/shows/and-you-thought-there-is-never-a-girl-online/,and-you-thought-there-is-never-a-girl-online,2016,2016,"{""quality"":""HD"",""height"":1080}",,"[""RTC|C"",""CRRBR|A16"",""OFLC|M"",""FVLB|M""]",126708,"[""Simulcast"",""Uncut""]","[""episode""]",1,"After Hideki Nishimura confesses to a girl online, he is shocked when she turns out to be a boy. Traumatized, he swears to never trust any “girl” players. That is, until one confesses to him! Ako Tamaki is a beautiful loner who has trouble differentiating between what’s reality and the online world she spends so much of her time in. Can Hideki and his guild friends help fix socially inept Ako?",AYT,Show
Angel Beats!,Angel Beats!,Angel Beats!,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Comedy"",""Drama""]","[""Aniplex""]",/shows/angel-beats/,angel-beats,2010,2010,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1007443,"[""Uncut""]","[""episode""]",1,"Otonashi wakes up in the afterlife to find out he has no memories of his life before death. Desperate to survive in a war that could yield another unfortunate fate, he joins the SSS in the battle against Angel, whose very mission is to destroy all inhabitants of this afterlife. As Otonashi struggles to recover his memory and learn more about this world, he finds that not all is as it had seemed.",ABS,Show
Angel Links,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Sci Fi"",""Action/Adventure"",""Drama""]","[""Sunrise""]",/shows/angel-links/,angel-links,1999,1999,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",576032,"[""Uncut""]","[""episode""]",1,"Within the stars lie space pirates ready to take out unsuspecting vessels. Working to defend the transporters who can’t afford escorts is a company known as Angel Links. Led by the 16-year-old Meifon Li, they work to keep the stars safe for those just trying to do their jobs—and free of charge! But Meifon’s past is about to catch up with her and give them a hell of a time.",ANL,Show
Angels of Death,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,true,,"[""Horror"",""Action/Adventure"",""Psychological""]","[""Kadokawa Pictures""]",/shows/angels-of-death/,angels-of-death,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|MA15+"",""FVLB|R13""]",570845,"[""Uncut"",""Simulcast""]","[""episode""]",1,"When Rachel wakes up in the basement of an unfamiliar building, she finds she’s lost all her memory. As she tries to get clear of the basement, she runs into Zack, a scythe-carrying serial killer wrapped from head to toe in bandages. A bizarre promise brings these two together,and they become irreplaceable partners to each other. The journey of life and death begins...",AND,Show
Anime-Gataris,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Comedy"",""Slice of Life""]","[""DMM""]",/shows/anime-gataris/,anime-gataris,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",526103,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Even though Minoa Asagaya is a novice when it comes to anime, she’s recruited into her high school’s anime research club during her freshman year. She turns into an obsessed fan, and she and her friends constantly engage in rapid-fire banter about the latest shows. Despite the protests of the student council club and the imminent destruction of the world, there’s always time to chat about anime!",ANG,Show
Anohana: The Flower We Saw That Day,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Drama"",""Romance""]","[""Aniplex""]",/shows/anohana-the-flower-we-saw-that-day/,anohana-the-flower-we-saw-that-day,2011,2011,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1148030,"[""Uncut""]","[""episode""]",1,"Jinta Yadomi and his childhood friends drifted apart after a tragic accident. Years later, a surprise visit from someone they once held dear forces them to confront their guilt over what happened on that fateful day—and come to terms with the ghosts of their past, whether real or imagined.",ANO,Show
Appleseed XIII,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""Production IG Inc. - Japan""]",/shows/appleseed-xiii/,appleseed-xiii,2011,2011,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|M"",""FVLB|M""]",30475,"[""Uncut""]","[""episode"",""movie""]",1,"The city of Olympus stands amid a world ruined by war. The city’s rulers, the genetically engineered Bioroids, hope to peacefully repopulate the planet, but they face violent terrorist opposition. To fight the swelling tide of dissent, Olympus employs elite ESWAT members Deunan Knute and her cyborg partner Briareos.",APP,Show
Aquarion,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Action/Adventure"",""Sci Fi""]","[""Tohokushinsha Film Corporation""]",/shows/aquarion/,aquarion,2005,2005,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG""]",27620,"[""Uncut""]","[""episode""]",1,"Humanity is dominated by fear when the Shadow Angels invade after 12,000 years of slumber. There is hope, however—Mechanical Angel Aquarion, a fighting machine powered by the intertwined souls of pilots known as Elements. With prophecy being fulfilled, and the end of the world approaching, the last hope for the new century takes flight. For mankind to survive, one among the Elements must rise.",AQU,Show
Aquarion EVOL,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Action/Adventure"",""Sci Fi""]","[""Tohokushinsha Film Corporation""]",/shows/aquarion-evol/,aquarion-evol,2012,2012,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",23489,"[""Uncut""]","[""episode""]",1,"After accidentally forming the legendary mecha “Aquarion,” Amata finds himself at a pilot-training academy where the girls are flirty and the boys seem more interested in exploring holes and big bangs than harnessing their Elemental superpowers. When a mysterious megalomaniac plots interplanetary disaster, the fate of the galaxy depends on whether or not the hormone-fueled coeds can come together.",AQE,Show
Aquarion Logos,Aquarion Logos,Aquarion Logos,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,"[""Action/Adventure"",""Sci Fi""]","[""Kadokawa Pictures""]",/shows/aquarion-logos/,aquarion-logos,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""CRRBR|A14"",""RTC|B15"",""OFLC|M"",""FVLB|M""]",93594,"[""Uncut"",""Simulcast""]","[""ova"",""episode""]",1,"Celebrating its 10th anniversary Aquarion returns with a new series, new characters and a brand new adventure! Inspired by the classic mecha series of the ‘70s and ‘80s, Aquarion Logos is ready to serve up more high-flying robotic battles animated by Satelight, the same team that brought you Log Horizon, Fairy Tail and the first two installments in the Aquarion franchise.",AQL,Show
Arakawa Under the Bridge,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Comedy"",""Slice of Life"",""Romance""]","[""NIS America Inc""]",/shows/arakawa-under-the-bridge/,arakawa-under-the-bridge,2010,2010,"{""quality"":""HD"",""height"":1080}",TV14,"[""NCS|M"",""OFLC|M"",""TV-US|TV-14"",""CBSC|14"",""zw-movies|15"",""RTE|PS""]",1407242,"[""Uncut""]","[""episode""]",1,"Due to the closure of their middle school, four students from the sea, Manaka Mukaido, Hikari Sakishima, Chisaki Hiradaira, and Kaname Isaki must attend middle school on the land.",AUB,Show
Aria the Scarlet Ammo,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Comedy""]","[""Media Factory""]",/shows/aria-the-scarlet-ammo/,aria-the-scarlet-ammo,2011,2011,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",42714,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Aria is a volatile girl who’s top dog in assault at a school for young mercenaries. When she discovers her classmate Kinji’s an ace, she strong-arms him into being her partner, but she isn’t the only femme fatale who wants a taste of his combat skills. His secret? He’s only a hotshot when he’s turned on! Aria gets Kinji for one mission, but he’ll end up with more than one finger on his trigger!",ASA,Show
Arifureta: From Commonplace to World's Strongest,Arifureta: From Commonplace to World's Strongest,Arifureta: From Commonplace to World's Strongest,true,true,true,true,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sí,Sí,Sí,-,-,-,false,true,true,false,true,,,,true,,"[""Action/Adventure"",""Fantasy""]","[""Hakuhodo""]",/shows/arifureta-from-commonplace-to-worlds-strongest/,arifureta-from-commonplace-to-worlds-strongest,2019,2019,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""DJCTQ|16""]",917138,"[""Simulcast"",""Uncut""]","[""episode"",""ova""]",1,-,ARI,Show
Armitage III,Armitage III,Armitage III,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi""]","[""Geneon Entertainment""]",/shows/armitage-iii/,armitage-iii,1995,1995,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",74669,"[""Uncut""]","[""ova"",""movie""]",1,"Armitage is a brash cybernetic cop with a racy wardrobe who patrols a Mars metropolis. She and her stoic partner, Sylibus, risk everything to track a killer who is revealing his female victims’ identities as highly-advanced androids. On Earth, Armitage and Sylibus live peacefully under secret identities, until forced to battle an obsessive doctor and his deadly Armitage replicas.",ARM,Show
Arte,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Drama"",""Slice of Life""]","[""NBC Universal""]",/shows/arte/,arte,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1074003,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Born into an aristocratic family in Florence, Italy, during the 16th century Renaissance era, Arte has dreams of becoming an artist. In an age of social classes, Arte is willing to cast aside her aristocratic lifestyle and stops at nothing to achieve her dreams. She finds apprenticeship in a painting studio owned by Leo, an artist who is strict but prioritizes ability over gender.",ART,Show
As the Gods Will,As the Gods Will,As the Gods Will,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,true,"[""Drama"",""Horror"",""Live-Action""]","[""Toho""]",/shows/as-the-gods-will/,as-the-gods-will,2014,2014,"{""quality"":""HD"",""height"":1080}",TVMA,"[""NCS|R18+"",""OFLC|R18+"",""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|18"",""CRRBR|A16"",""RTC|C""]",554507,"[""Uncut""]","[""movie""]",1,"High school student Shun Takahata is bored. Bored with the day-to-day monotony of school and life, he prays for change, for something exciting. The last thing he expects is for the gods to answer. Suddenly, he and his classmates are forced to play deadly children’s games and face terrifying creatures from a talking Daruma doll to a sharp-clawed lucky cat. Who will survive the gods’ games?",AGW,Show
Assassination Classroom,Assassination Classroom,Assassination Classroom,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,false,"[""Action/Adventure"",""Comedy"",""Sci Fi""]","[""Fuji Creative""]",/shows/assassination-classroom/,assassination-classroom,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""NCS|M"",""OFLC|M"",""TV-US|TV-14"",""CBSC|14"",""zw-movies|15"",""RTE|PS"",""CRRBR|A16"",""RTC|B15""]",19373,"[""Simulcast"",""Uncut""]","[""episode"",""movie""]",1,Forget about homework and pop quizzes. The students of Class 3E have a far more important assignment: kill their teacher before the end of the year!,ASS,Show
Assassination Classroom the Movies (Live Action),,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,false,"[""Comedy"",""Live-Action"",""Sci Fi""]","[""Pony Canyon""]",/shows/assassination-classroom-the-movies-live-action/,assassination-classroom-the-movies-live-action,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""NCS|M"",""OFLC|M"",""TV-US|TV-14"",""CBSC|14"",""zw-movies|15"",""RTE|PS"",""CRRBR|A16"",""RTC|B15""]",560773,"[""Uncut""]","[""movie""]",1,The killer manga comes to life in this two-part movie series. Join the students of Class 3-E as they learn to become proper assassins and try to kill their teacher. But he’s no ordinary instructor—he’s a tentacled creature with a thirst for destruction! And while they train to take him out they quickly learn there’s more to Koro Sensei than a will to kill which could put a damper on their mission.,ASL,Show
Assault Lily BOUQUET,Assault Lily BOUQUET,Assault Lily BOUQUET,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""TBS""]",/shows/assault-lily-bouquet/,assault-lily-bouquet,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1173191,"[""Uncut"",""Simulcast""]","[""episode""]",1,"On the verge of extinction by the alien entity known as Huge, the planet unites to develop CHARM. Merging science and magic into a weapon, military facilities called Gardens quickly sprout up to train recruits in this nascent technology. Forged by nature and training, teenage girls emerge as a heroic Lily upon blossoming. Can humanity survive long enough for these Lilies to bloom and save us all?",ALB,Show
Asteroid in Love,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Slice of Life"",""Comedy""]","[""Kadokawa""]",/shows/asteroid-in-love/,asteroid-in-love,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1034834,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Mira is lucky enough to share her name with a star, but her friend’s name “Ao” is starless. Now that Mira’s entering high school, she’s determined to make a celestial discovery and name it after her friend. Only one thing stands in her way. The astronomy club is disbanded!",AIL,Show
Astro Boy,,,true,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,false,false,"[""Action/Adventure""]","[""Right Stuf, Inc""]",/shows/astro-boy/,astro-boy,1963,1963,"{""quality"":""HD"",""height"":1080}",TVG,"[""TV-US|TV-G"",""OFLC|PG"",""FVLB|PG""]",1037596,"[""Uncut""]","[""episode""]",1,"Dr. Boyton creates a super-robot named Astro Boy who can swim oceans, leap over mountains, and even fly into space! Endowed with super strength, rocket-powered flight, a selfless heart and a kind demeanor, Astro Boy fights a never-ending crusade against the forces of evil!",ASB,Show
Athena: Goddess of War,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Live-Action"",""Drama""]","[""Fine Cut Co. Ltd""]",/shows/athena-goddess-of-war/,athena-goddess-of-war,2010,2010,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",45070,"[""Uncut""]","[""movie""]",1,Double-agent Yoon Hye-in is caught in the middle of a game of nuclear espionage—and torn between two very different men. One works with her on the NTS anti-terror squad. The other controls the evil organization NTS hopes to stop. Can she choose between them while keeping her double-life hidden? How long can she play both sides of the law (and two powerful men) before her cover is compromised?,ATH,Show
