"title","titleExt.es","titleExt.pt","languages.English","languages.Japanese","languages.Portuguese (Brazil)","languages.Spanish (Latin Am)","languages.Chinese (Mandarin, PRC)","maturity.bra","maturity.ca","maturity.irl","maturity.mex","maturity.usa","maturity.chl","maturity.per","maturity.col","maturity.aus","maturity.nzl","genres","studios","showUrl","showSlug","productionYear","releaseYear","quality","ratingUsTvMpaa","ratingPairs","venueId","versions","videoTypes","relevancy","id","synopsis.long","synopsis.medium","synopsis.short","synopsisExt.de.long","synopsisExt.de.medium","synopsisExt.de.short","synopsisExt.en.long","synopsisExt.en.medium","synopsisExt.en.short","synopsisExt.es.long","synopsisExt.es.medium","synopsisExt.es.short","synopsisExt.fr.long","synopsisExt.fr.medium","synopsisExt.fr.short","synopsisExt.pt.long","synopsisExt.pt.medium","synopsisExt.pt.short","synopsisExt.ru.long","synopsisExt.ru.medium","synopsisExt.ru.short","type"
"The Girl Who Leapt Through Time","","","true","true","-","-","-",,false,,,false,,,,false,false,"[""Comedy"",""Drama"",""Fantasy"",""Romance"",""Sci Fi""]","[""Kadokawa Pictures""]","/shows/the-girl-who-leapt-through-time/","the-girl-who-leapt-through-time",2006,2006,"{""quality"":""HD"",""height"":1080}",,"[""CHVRS|PG"",""MPAA|PG"",""OFLC|PG"",""FVLB|PG""]",136928,"[""Uncut""]","[""movie""]",1,"LTT","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Gymnastics Samurai","The Gymnastics Samurai","The Gymnastics Samurai","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Drama""]","[""TV Asahi""]","/shows/the-gymnastics-samurai/","the-gymnastics-samurai",2020,2020,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1177160,"[""Simulcast"",""Uncut""]","[""episode""]",1,"TAZ","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","Sí","Sí","Sí","Sí","Sí","-","Sí","Sí","Sí","Sí","Sí","Show"
"The Heike Story","The Heike Story","The Heike Story","true","true","-","-","-",,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Drama""]","[""Asmik Ace""]","/shows/the-heike-story/","the-heike-story",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|14""]",2262168,"[""Uncut"",""Simulcast""]","[""episode""]",1,"THS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"The Helpful Fox Senko-san","The Helpful Fox Senko-san","The Helpful Fox Senko-san","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Comedy"",""Romance""]","[""Kadokawa""]","/shows/the-helpful-fox-senko-san/","the-helpful-fox-senko-san",2019,2019,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",848126,"[""Uncut"",""Simulcast""]","[""episode""]",1,"HFS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","Show"
"The Heroic Legend of Arslan","The Heroic Legend of Arslan","The Heroic Legend of Arslan","true","true","-","-","-",false,false,false,false,false,false,false,false,true,,"[""Action/Adventure"",""Fantasy""]","[""NBCUniversal""]","/shows/the-heroic-legend-of-arslan/","the-heroic-legend-of-arslan",2015,2015,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|15"",""RTC|B15"",""CRRBR|A14"",""OFLC|MA15+"",""FVLB|R13""]",39787,"[""Simulcast"",""Uncut""]","[""episode"",""special""]",1,"HLA","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"The Honor at Magic High School","The Honor at Magic High School","The Honor at Magic High School","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Romance"",""Sci Fi"",""Slice of Life""]","[""Aniplex""]","/shows/the-honor-at-magic-high-school/","the-honor-at-magic-high-school",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1643801,"[""Simulcast""]","[""episode""]",1,"HMS","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"The Irregular at Magic High School","The Irregular at Magic High School","The Irregular at Magic High School","true","true","-","-","-",,false,false,,false,,,,,,"[""Action/Adventure"",""Drama"",""Fantasy""]","[""Aniplex""]","/shows/the-irregular-at-magic-high-school/","the-irregular-at-magic-high-school",2014,2014,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1079937,"[""Uncut"",""Simulcast""]","[""episode"",""movie"",""ova""]",1,"TIM","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"The Legend Is Born: Ip Man","","","true","true","-","-","-",,false,,,false,,,,,,"[""Live-Action"",""Action/Adventure""]","[""Atrium Productions Kft.""]","/shows/the-legend-is-born-ip-man/","the-legend-is-born-ip-man",2010,2010,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG""]",74077,"[""Uncut""]","[""movie""]",1,"IPM","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Legend of the Legendary Heroes","","","true","true","-","-","-",,false,,,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""T. O. Entertainment""]","/shows/the-legend-of-the-legendary-heroes/","the-legend-of-the-legendary-heroes",2010,2010,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""TV-US|TV-14"",""OFLC|M"",""FVLB|M""]",45809,"[""Simulcast"",""Uncut""]","[""episode"",""special""]",1,"LLH","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Master of Ragnarok & Blesser of Einherjar","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Fantasy"",""Comedy""]","[""CSA""]","/shows/the-master-of-ragnarok-blesser-of-einherjar/","the-master-of-ragnarok-blesser-of-einherjar",2018,2018,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",571685,"[""Uncut"",""Simulcast""]","[""episode""]",1,"MRK","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Melancholy of Haruhi Suzumiya","The Melancholy of Haruhi Suzumiya","The Melancholy of Haruhi Suzumiya","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Comedy"",""Fantasy"",""Sci Fi""]","[""Kadokawa Pictures""]","/shows/the-melancholy-of-haruhi-suzumiya/","the-melancholy-of-haruhi-suzumiya",2006,2006,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",147977,"[""Uncut""]","[""episode""]",1,"MHS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"The Melancholy of Haruhi-chan Suzumiya & Nyoron! Churuya-san","","","true","true","-","-","-",,false,,,false,,,,,,"[""Comedy"",""Slice of Life""]","[""Kadokawa Pictures""]","/shows/the-melancholy-of-haruhi-chan-suzumiya-nyoron-churuya-san/","the-melancholy-of-haruhi-chan-suzumiya-nyoron-churuya-san",2009,2009,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""TV-US|TV-14""]",148983,"[""Uncut""]","[""special""]",1,"MHC","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Millionaire Detective - Balance: UNLIMITED","El Detective Millonario - Balance: ILIMITADO","The Millionaire Detective - Balance: UNLIMITED","true","true","-","-","-",false,false,false,false,false,,,,,,"[""Drama"",""Sci Fi""]","[""Aniplex""]","/shows/the-millionaire-detective-balance-unlimited/","the-millionaire-detective-balance-unlimited",2020,2020,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1071631,"[""Simulcast""]","[""episode""]",1,"BAL","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","-","Sí","Sí","Sí","Sí","-","-","Sí","Sí","Sí","Sí","Show"
"The Morose Mononokean","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Comedy"",""Drama"",""Fantasy""]","[""YTV""]","/shows/the-morose-mononokean/","the-morose-mononokean",2016,2016,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|PG"",""FVLB|PG""]",530165,"[""Uncut"",""Simulcast""]","[""episode""]",1,"MMK","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Mystic Archives of Dantalian","The Mystic Archives of Dantalian","The Mystic Archives of Dantalian","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Kadokawa Pictures""]","/shows/the-mystic-archives-of-dantalian/","the-mystic-archives-of-dantalian",2011,2011,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",243635,"[""Uncut""]","[""episode""]",1,"MAD","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"The Ones Within","The Ones Within","The Ones Within","true","true","-","-","-",false,false,false,false,false,false,false,false,false,false,"[""Drama"",""Fantasy"",""Psychological""]","[""Kadokawa""]","/shows/the-ones-within/","the-ones-within",2019,2019,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""RTC|B15"",""CRRBR|A14"",""OFLC|PG"",""FVLB|PG""]",917765,"[""Simulcast"",""Uncut""]","[""episode"",""ova""]",1,"TOW","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"The Pilot's Love Song","The Pilot's Love Song","The Pilot's Love Song","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Drama"",""Fantasy"",""Romance""]","[""TMS Entertainment""]","/shows/the-pilots-love-song/","the-pilots-love-song",2014,2014,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1469834,"[""Uncut""]","[""episode""]",1,"PLS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"The Prince of Tennis","The Prince of Tennis","The Prince of Tennis","true","true","true","true","-",false,false,false,false,false,,,,false,true,"[""Shounen"",""Action/Adventure"",""Comedy""]","[""ADK""]","/shows/the-prince-of-tennis/","the-prince-of-tennis",2001,2001,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",1421673,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,"POT","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"The Promised Neverland","The Promised Neverland","The Promised Neverland","true","true","-","-","-",false,false,false,false,false,,,,,,"[""Horror"",""Shounen""]","[""Aniplex""]","/shows/the-promised-neverland/","the-promised-neverland",2018,2018,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",800858,"[""Simulcast""]","[""episode""]",1,"PSN","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"The Quintessential Quintuplets","","","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Comedy"",""Romance"",""Shounen""]","[""TBS""]","/shows/the-quintessential-quintuplets/","the-quintessential-quintuplets",2019,2019,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",814123,"[""Simulcast"",""Uncut""]","[""episode""]",1,"QTQ","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Record of Lodoss War","The Record of Lodoss War","The Record of Lodoss War","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Kadokawa Pictures""]","/shows/the-record-of-lodoss-war/","the-record-of-lodoss-war",1990,1990,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",372159,"[""Uncut""]","[""ova"",""episode""]",1,"RLW","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"The Reflection","","","true","-","-","-","-",,false,false,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[]","/shows/the-reflection/","the-reflection",2017,2017,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",511931,"[""Simulcast""]","[""episode""]",1,"RFC","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Rising of the Shield Hero","","","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Kadokawa""]","/shows/the-rising-of-the-shield-hero/","the-rising-of-the-shield-hero",2019,2019,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",800830,"[""Simulcast"",""Uncut""]","[""episode""]",1,"RSH","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Rolling Girls","Rolling Girls","Rolling Girls","true","true","-","-","-",false,false,,false,false,false,false,false,false,false,"[""Action/Adventure"",""Comedy""]","[""Shochiku""]","/shows/the-rolling-girls/","the-rolling-girls",2015,2015,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""TV-US|TV-14"",""RTC|B15"",""CRRBR|A14"",""OFLC|M"",""FVLB|M""]",58636,"[""Simulcast"",""Uncut""]","[""episode""]",1,"RLG","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"The Royal Tutor","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Comedy""]","[""TV Tokyo""]","/shows/the-royal-tutor/","the-royal-tutor",2017,2017,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|PG"",""FVLB|PG""]",371469,"[""Simulcast"",""Uncut""]","[""episode""]",1,"RYT","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Sacred Blacksmith","","","true","true","-","-","-",,true,,,true,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""Media Factory""]","/shows/the-sacred-blacksmith/","the-sacred-blacksmith",2009,2009,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""TV-US|TV-MA"",""OFLC|M"",""FVLB|M""]",84523,"[""Uncut""]","[""episode""]",1,"SBL","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Saint's Magic Power is Omnipotent","The Saint's Magic Power is Omnipotent","The Saint's Magic Power is Omnipotent","true","true","true","true","-",false,false,false,false,false,,,,false,true,"[""Fantasy"",""Slice of Life"",""Romance""]","[""Kadokawa""]","/shows/the-saints-magic-power-is-omnipotent/","the-saints-magic-power-is-omnipotent",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1396446,"[""Uncut"",""Simulcast""]","[""episode""]",1,"SMP","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"The Seven Deadly Sins","","","true","true","-","-","-",,false,false,,false,,,,,,"[""Action/Adventure"",""Fantasy"",""Shounen""]","[""Kodansha""]","/shows/the-seven-deadly-sins/","the-seven-deadly-sins",2014,2014,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",354288,"[""Uncut""]","[""episode""]",1,"SDS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Silver Guardian","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Action/Adventure"",""Fantasy"",""Sci Fi""]","[""Emon""]","/shows/the-silver-guardian/","the-silver-guardian",2017,2017,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",365303,"[""Simulcast"",""Uncut""]","[""episode""]",1,"SIG","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Slayers","","","true","true","-","-","-",,false,,,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""Enoki Films""]","/shows/the-slayers/","the-slayers",1995,1995,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|PG"",""FVLB|PG""]",85424,"[""Uncut""]","[""episode""]",1,"SLY","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Slayers Revolution","","","true","true","-","-","-",,false,,,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Enoki Films""]","/shows/the-slayers-revolution/","the-slayers-revolution",2008,2008,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG""]",85493,"[""Uncut""]","[""episode""]",1,"SLR","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Stranger by the Shore","The Stranger by the Shore","The Stranger by the Shore","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Romance"",""Drama"",""Slice of Life""]","[""Fuji Creative""]","/shows/the-stranger-by-the-shore/","the-stranger-by-the-shore",2020,2020,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1662876,"[""Uncut""]","[""movie""]",1,"SBS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"The Sword With No Name","","","true","true","-","-","-",,false,,,false,,,,true,true,"[""Live-Action"",""Action/Adventure""]","[""Showbox/Mediaplex Inc.""]","/shows/the-sword-with-no-name/","the-sword-with-no-name",2009,2009,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|MA15+"",""FVLB|RP16""]",73816,"[""Uncut""]","[""movie""]",1,"SWO","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Tatami Galaxy","","","-","true","-","-","-",,true,true,,true,,,,,,"[""Psychological"",""Romance""]","[""Fuji Creative""]","/shows/the-tatami-galaxy/","the-tatami-galaxy",2010,2010,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",76529,"[""Simulcast"",""Uncut""]","[""episode""]",1,"TTG","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Testament of Sister New Devil","","","true","true","-","-","-",,true,true,,true,,,,true,,"[""Action/Adventure"",""Fan Service"",""Fantasy""]","[""Kadokawa Pictures""]","/shows/the-testament-of-sister-new-devil/","the-testament-of-sister-new-devil",2015,2015,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|R18+"",""FVLB|R18+""]",500254,"[""Uncut""]","[""episode"",""ova""]",1,"TND","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Vampire Dies in No Time","The Vampire Dies in No Time","The Vampire Dies in No Time","true","true","true","true","-",false,false,false,false,false,,,,false,true,"[""Comedy"",""Shounen""]","[""Hakuhodo""]","/shows/the-vampire-dies-in-no-time/","the-vampire-dies-in-no-time",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",2657893,"[""Simulcast"",""Uncut""]","[""episode""]",1,"VDT","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"The Vision of EscaFlowne","","","true","true","-","-","-",,false,,,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Sunrise Inc.""]","/shows/the-vision-of-escaflowne/","the-vision-of-escaflowne",1996,1996,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""TV-US|TV-14""]",143426,"[""Uncut""]","[""episode"",""movie""]",1,"VOE","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Wallflower","","","true","-","-","-","-",,false,,,false,,,,false,false,"[""Shoujo"",""Comedy""]","[""TV Tokyo Medianet Inc.""]","/shows/the-wallflower/","the-wallflower",2006,2006,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",37195,"[""Uncut""]","[""episode""]",1,"WAL","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The Woman Knight of Mirror Lake","","","true","true","-","-","-",,false,,,false,,,,false,false,"[""Live-Action"",""Action/Adventure""]","[""Atrium Productions Kft.""]","/shows/the-woman-knight-of-mirror-lake/","the-woman-knight-of-mirror-lake",2011,2011,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|PG"",""FVLB|PG""]",80097,"[""Uncut""]","[""movie""]",1,"WOM","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"The World Ends with You The Animation","The World Ends with You The Animation","The World Ends with You The Animation","true","true","true","true","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Dentsu""]","/shows/the-world-ends-with-you-the-animation/","the-world-ends-with-you-the-animation",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1400603,"[""Uncut"",""Simulcast""]","[""episode""]",1,"WEY","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"Three Leaves, Three Colors","Three Leaves Three Colors","Three Leaves Three Colors","true","true","-","-","-",false,false,,false,false,,,,false,false,"[""Shoujo"",""Slice of Life""]","[""Toho Co Ltd""]","/shows/three-leaves-three-colors/","three-leaves-three-colors",2016,2016,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""TV-US|TV-14"",""RTC|B15"",""CRRBR|A14"",""OFLC|PG"",""FVLB|PG""]",126956,"[""Simulcast"",""Uncut""]","[""episode""]",1,"TLC","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Time Travel Girl","Time Travel Girl","Time Travel Girl","true","true","-","-","-",false,,,false,,false,false,false,false,false,"[""Comedy"",""Sci Fi""]","[""Sumitomo""]","/shows/time-travel-girl/","time-travel-girl",2016,2016,"{""quality"":""HD"",""height"":1080}",,"[""CRRBR|A12"",""RTC|AA"",""OFLC|PG"",""FVLB|PG""]",139051,"[""Simulcast"",""Uncut""]","[""episode""]",1,"TIG","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Today's Menu for the Emiya Family","Today's Menu for the Emiya Family","Today's Menu for the Emiya Family","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Slice of Life"",""Comedy""]","[""Aniplex""]","/shows/todays-menu-for-the-emiya-family/","todays-menu-for-the-emiya-family",2018,2018,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1000505,"[""Simulcast""]","[""episode""]",1,"TME","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Toilet-bound Hanako-kun","","","true","true","true","true","-",false,false,false,false,,,,,,,"[""Comedy"",""Slice of Life"",""Fantasy""]","[""TBS""]","/shows/toilet-bound-hanako-kun/","toilet-bound-hanako-kun",2020,2020,"{""quality"":""HD"",""height"":1080}",,"[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS""]",1020562,"[""Uncut"",""Simulcast""]","[""episode""]",1,"TBH","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Show"
