title,titleExt.es,titleExt.pt,languages.English,languages.Japanese,languages.Portuguese (Brazil),languages.Spanish (Latin Am),"languages.Chinese (Mandarin, PRC)",synopsis.long,synopsis.short,synopsis.medium,synopsisExt.en.long,synopsisExt.en.medium,synopsisExt.en.short,synopsisExt.es.long,synopsisExt.es.medium,synopsisExt.es.short,synopsisExt.pt.long,synopsisExt.pt.medium,synopsisExt.pt.short,synopsisExt.ru.long,synopsisExt.ru.medium,synopsisExt.ru.short,synopsisExt.fr.long,synopsisExt.fr.medium,synopsisExt.fr.short,synopsisExt.de.long,synopsisExt.de.medium,synopsisExt.de.short,maturity.bra,maturity.ca,maturity.irl,maturity.mex,maturity.usa,maturity.chl,maturity.per,maturity.col,maturity.aus,maturity.nzl,genres,studios,showUrl,showSlug,productionYear,releaseYear,quality,ratingUsTvMpaa,ratingPairs,venueId,versions,videoTypes,relevancy,id,type
Speed Racer,,,true,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,"[""Action/Adventure""]","[""Tatsunoko Production Co., Ltd.""]",/shows/speed-racer/,speed-racer,1967,1967,"{""quality"":""HD"",""height"":1080}",,[],375388,"[""Uncut""]","[""episode""]",1,SRC,Show
Spice and Wolf,Spice and Wolf,Spice and Wolf,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,true,"[""Fantasy"",""Romance""]","[""Kadokawa Pictures""]",/shows/spice-and-wolf/,spice-and-wolf,2008,2008,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",36591,"[""Uncut""]","[""episode""]",1,SXW,Show
Stand My Heroes: Piece of Truth,Stand My Heroes: Piece of Truth,Stand My Heroes: Piece of Truth,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,,,"[""Drama"",""Romance""]","[""Shochiku""]",/shows/stand-my-heroes-piece-of-truth/,stand-my-heroes-piece-of-truth,2019,2019,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",961384,"[""Uncut"",""Simulcast""]","[""episode""]",1,SMH,Show
Star Blazers,Star Blazers,Star Blazers,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,Sí,Sí,Sí,-,-,-,false,false,false,false,false,,,,,,"[""Action/Adventure"",""Sci Fi"",""Drama""]","[""Voyager""]",/shows/star-blazers/,star-blazers,2013,2013,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",532555,"[""Uncut""]","[""episode""]",1,STB,Show
Star Driver,Star Driver,Star Driver,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Shounen"",""Comedy"",""Drama"",""Romance""]","[""Aniplex""]",/shows/star-driver/,star-driver,2010,2010,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1103481,"[""Uncut""]","[""episode""]",1,STD,Show
Stars Align,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,"[""Drama"",""Slice of Life""]","[""TBS""]",/shows/stars-align/,stars-align,2019,2019,"{""quality"":""HD"",""height"":1080}",TV14,"[""CRRBR|A14"",""CBSC|14"",""RTE|PS"",""RTC|B15"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",962517,"[""Uncut"",""Simulcast""]","[""episode""]",1,STA,Show
Steins;Gate,Stein's Gate,Stein's Gate,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,,,"[""Drama"",""Sci Fi""]","[""Peppermint""]",/shows/steinsgate/,steinsgate,2013,2013,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",78219,"[""Uncut"",""Simulcast""]","[""movie"",""episode"",""ova""]",1,STE,Show
Street Fighter: Assassin's Fist,,,true,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,true,false,"[""Live-Action"",""Action/Adventure""]","[""Content Media Corp International LTD""]",/shows/street-fighter-assassins-fist/,street-fighter-assassins-fist,2013,2013,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|MA15+"",""FVLB|M""]",31483,"[""Uncut""]","[""movie""]",1,STF,Show
Strike Witches,Strike Witches,Strike Witches,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,,true,true,,true,,,,,,"[""Action/Adventure"",""Fan Service"",""Sci Fi""]","[""Kadokawa Pictures""]",/shows/strike-witches/,strike-witches,2012,2012,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",48831,"[""Uncut"",""Simulcast""]","[""episode"",""movie""]",1,STK,Show
Strike Witches: 501st JOINT FIGHTER WING Take Off!,Strike Witches: 501st JOINT FIGHTER WING Take Off!,Strike Witches: 501st JOINT FIGHTER WING Take Off!,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,true,"[""Slice of Life"",""Comedy""]","[""Kadokawa""]",/shows/strike-witches-501st-joint-fighter-wing-take-off/,strike-witches-501st-joint-fighter-wing-take-off,2019,2019,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",848057,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,SFW,Show
Super Cub,Super Cub,Super Cub,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,false,false,false,false,false,,,,false,true,"[""Slice of Life""]","[""Kadokawa""]",/shows/super-cub/,super-cub,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1398895,"[""Simulcast"",""Uncut""]","[""episode""]",1,SUC,Show
Super Lovers,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,,,"[""Drama"",""Romance"",""Slice of Life""]","[""Kadokawa Pictures""]",/shows/super-lovers/,super-lovers,2016,2016,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",497441,"[""Uncut""]","[""episode"",""ova""]",1,SUP,Show
Suppose a Kid from the Last Dungeon Boonies moved to a starter town?,Suppose a Kid from the Last Dungeon Boonies moved to a starter town?,Suppose a Kid from the Last Dungeon Boonies moved to a starter town?,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Comedy"",""Fantasy""]",[],/shows/suppose-a-kid-from-the-last-dungeon-boonies-moved-to-a-starter-town/,suppose-a-kid-from-the-last-dungeon-boonies-moved-to-a-starter-town,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1311343,"[""Uncut"",""Simulcast""]","[""episode""]",1,LAD,Show
Suzuka,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Romance"",""Drama""]","[""Kodansha""]",/shows/suzuka/,suzuka,2005,2005,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|PG"",""FVLB|PG""]",36810,"[""Uncut""]","[""episode""]",1,SUZ,Show
Sweet Blue Flowers,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,,,"[""Drama"",""Romance""]","[""Right Stuf, Inc""]",/shows/sweet-blue-flowers/,sweet-blue-flowers,2009,2009,"{""quality"":""HD"",""height"":1080}",TVPG,"[""TV-US|TV-PG""]",952253,"[""Uncut""]","[""episode""]",1,SBF,Show
Switch,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Live-Action"",""Action/Adventure""]","[""Atrium Productions Kft.""]",/shows/switch/,switch,2013,2013,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG""]",92463,"[""Uncut""]","[""movie""]",1,SWI,Show
Sword Art Online,Sword Art Online,Sword Art Online,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,true,true,false,true,,,,,,"[""Action/Adventure"",""Fantasy"",""Romance""]","[""Aniplex""]",/shows/sword-art-online/,sword-art-online,2012,2012,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""DJCTQ|16"",""RTC|C"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",594522,"[""Uncut"",""Simulcast""]","[""episode""]",1,SAO,Show
Sword of the Stranger ,Sword of the Stranger ,Sword of the Stranger ,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,,"[""Action/Adventure"",""Fantasy""]","[""Bandai Visual""]",/shows/sword-of-the-stranger/,sword-of-the-stranger,2007,2007,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",189972,"[""Uncut""]","[""movie""]",1,SOS,Show
TAMAYOMI : The Baseball Girls,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,false,"[""Slice of Life""]","[""ABC Animation""]",/shows/tamayomi-the-baseball-girls/,tamayomi-the-baseball-girls,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|PG"",""FVLB|PG"",""RTC|B15"",""CRRBR|A14""]",1072618,"[""Uncut"",""Simulcast""]","[""episode""]",1,TMI,Show
TO Movie,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Sci Fi"",""Action/Adventure""]","[""Showgate""]",/shows/to-movie/,to-movie,2009,2009,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG""]",79974,"[""Uncut""]","[""ova""]",1,TOO,Show
TSUKIUTA. The Animation,Tsukiuta,Tsukiuta,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,"[""Shoujo"",""Slice of Life""]","[""Pierrot Co., LTD""]",/shows/tsukiuta-the-animation/,tsukiuta-the-animation,2016,2016,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""CRRBR|A14"",""RTC|B15"",""OFLC|PG"",""FVLB|PG""]",138561,"[""Simulcast"",""Uncut""]","[""episode""]",1,TKU,Show
Taboo Tattoo,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,"[""Action/Adventure"",""Drama"",""Sci Fi""]","[""Kadokawa""]",/shows/taboo-tattoo/,taboo-tattoo,2016,2016,"{""quality"":""HD"",""height"":1080}",,[],524879,"[""Uncut""]","[""episode""]",1,TBT,Show
Taisho Otome Fairy Tale,Taisho Otome Fairy Tale,Taisho Otome Fairy Tale,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Slice of Life"",""Drama"",""Comedy"",""Romance""]","[""Pony Canyon""]",/shows/taisho-otome-fairy-tale/,taisho-otome-fairy-tale,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",2773373,"[""Simulcast"",""Uncut""]","[""episode""]",1,TMF,Show
Talentless Nana,Talentless Nana,Talentless Nana,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,,false,false,,false,,,,,,"[""Psychological"",""Sci Fi"",""Shounen""]","[""Hakuhodo""]",/shows/talentless-nana/,talentless-nana,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1174135,"[""Uncut"",""Simulcast""]","[""episode""]",1,TNT,Show
Tales of Luminaria the Fateful Crossroad,Tales of Luminaria the Fateful Crossroad,Tales of Luminaria the Fateful Crossroad,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Bandai""]",/shows/tales-of-luminaria-the-fateful-crossroad/,tales-of-luminaria-the-fateful-crossroad,2022,2022,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4057070,"[""Simulcast""]","[""ova""]",1,TLF,Show
Tales of Vesperia,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""Bandai Visual Company""]",/shows/tales-of-vesperia/,tales-of-vesperia,2009,2009,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",95316,"[""Uncut""]","[""movie""]",1,TOV,Show
Tales of Zestiria the X,Tales of Zestiria X,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,false,false,,,,true,false,"[""Action/Adventure"",""Shounen""]","[""Anime Consuortium Japan""]",/shows/tales-of-zestiria-the-x/,tales-of-zestiria-the-x,2016,2016,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""RTC|B15"",""OFLC|MA15+"",""FVLB|M""]",138166,"[""Simulcast"",""Uncut""]","[""episode""]",1,TZX,Show
Tales of the Abyss,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Fantasy"",""Action/Adventure"",""Drama""]","[""Sunrise""]",/shows/tales-of-the-abyss/,tales-of-the-abyss,2008,2008,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",576405,"[""Uncut""]","[""episode""]",1,TOA,Show
Tamayura,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,,,"[""Slice of Life"",""Drama""]","[""Right Stuf, Inc""]",/shows/tamayura/,tamayura,2011,2011,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14""]",1006697,"[""Uncut""]","[""ova"",""episode""]",1,TAM,Show
Tenchi Muyo! OVA Series,Tenchi Muyo! OVA Series,Tenchi Muyo! OVA Series,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,,"[""Sci Fi"",""Comedy""]","[""Geneon Entertainment""]",/shows/tenchi-muyo-ova-series/,tenchi-muyo-ova-series,1992,1992,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",34685,"[""Uncut""]","[""episode""]",1,TOS,Show
Tenchi Muyo! Ryo-Ohki,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Sci Fi"",""Comedy""]","[""Nippon Television Networks""]",/shows/tenchi-muyo-ryo-ohki/,tenchi-muyo-ryo-ohki,1992,1992,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",48553,"[""Uncut""]","[""episode""]",1,TRY,Show
Tenchi Muyo! Tenchi Universe,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Sci Fi"",""Comedy""]","[""Geneon Entertainment""]",/shows/tenchi-muyo-tenchi-universe/,tenchi-muyo-tenchi-universe,1995,1995,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14""]",69665,"[""Uncut""]","[""episode""]",1,TUN,Show
Tenchi Muyo! War on Geminar,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,,,true,,,,true,true,"[""Sci Fi"",""Comedy""]","[""Nippon Television Networks""]",/shows/tenchi-muyo-war-on-geminar/,tenchi-muyo-war-on-geminar,2009,2009,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""TV-US|TV-MA"",""OFLC|MA15+"",""FVLB|RP16""]",116983,"[""Uncut""]","[""episode""]",1,TWG,Show
Terror in Resonance,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Psychological"",""Drama""]","[""Fuji Creative""]",/shows/terror-in-resonance/,terror-in-resonance,2014,2014,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""OFLC|M"",""FVLB|M""]",95153,"[""Simulcast"",""Uncut""]","[""episode""]",1,TIR,Show
Tesla Note,Tesla Note,Tesla Note,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Shounen""]","[""Bandai""]",/shows/tesla-note/,tesla-note,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",2678100,"[""Simulcast""]","[""episode""]",1,TSL,Show
That Time I Got Reincarnated as a Slime,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy"",""Comedy"",""Drama""]","[""Kodansha""]",/shows/that-time-i-got-reincarnated-as-a-slime/,that-time-i-got-reincarnated-as-a-slime,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",592641,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,TRS,Show
That is the Bottleneck,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Slice of Life""]","[""My Theater DD""]",/shows/that-is-the-bottleneck/,that-is-the-bottleneck,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|PG"",""FVLB|PG""]",1177258,"[""Simulcast""]","[""episode""]",1,TTB,Show
The Ancient Magus' Bride,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Fantasy"",""Shounen"",""Slice of Life""]","[""Production IG""]",/shows/the-ancient-magus-bride/,the-ancient-magus-bride,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",524044,"[""Simulcast"",""Uncut""]","[""episode""]",1,AMB,Show
The Asterisk War,The Asterisk War,The Asterisk War,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Aniplex Inc""]",/shows/the-asterisk-war/,the-asterisk-war,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",80444,"[""Simulcast"",""Uncut""]","[""episode""]",1,AKW,Show
The Betrayal Knows My Name,The Betrayal Knows My Name,The Betrayal Knows My Name,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Drama"",""Fantasy""]","[""Kadokawa Pictures""]",/shows/the-betrayal-knows-my-name/,the-betrayal-knows-my-name,2010,2010,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",243920,"[""Uncut""]","[""episode""]",1,BKN,Show
The Boy and the Beast,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Action/Adventure"",""Comedy"",""Drama"",""Fantasy""]","[""GAUMONT S.A.""]",/shows/the-boy-and-the-beast/,the-boy-and-the-beast,2015,2015,"{""quality"":""HD"",""height"":1080}",,"[""CHVRS|14A"",""MPAA|PG-13"",""OFLC|PG"",""FVLB|PG""]",227717,"[""Uncut""]","[""movie""]",1,BAB,Show
The Case Study of Vanitas,The Case Study of Vanitas,The Case Study of Vanitas,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Fantasy"",""Shounen""]","[""Aniplex""]",/shows/the-case-study-of-vanitas/,the-case-study-of-vanitas,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",1645228,"[""Uncut"",""Simulcast""]","[""episode""]",1,TCS,Show
The Count of Monte Cristo: Gankutsuou,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Drama"",""Sci Fi""]","[""GDH GONZO DIGIMATION""]",/shows/the-count-of-monte-cristo-gankutsuou/,the-count-of-monte-cristo-gankutsuou,2004,2004,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG""]",84743,"[""Uncut""]","[""episode""]",1,CMC,Show
The Daily Life of the Immortal King,The Daily Life of the Immortal King,The Daily Life of the Immortal King,true,-,-,-,true,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,,false,false,false,false,,,,false,true,"[""Fantasy"",""Action/Adventure"",""Slice of Life"",""Comedy""]","[""bilibili""]",/shows/the-daily-life-of-the-immortal-king/,the-daily-life-of-the-immortal-king,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|14""]",3882459,"[""Simulcast""]","[""episode""]",1,TDI,Show
The Day I Became a God,The Day I Became a God,The Day I Became a God,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Comedy"",""Drama"",""Romance"",""Sci Fi"",""Slice of Life""]","[""Aniplex""]",/shows/the-day-i-became-a-god/,the-day-i-became-a-god,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1176908,"[""Simulcast"",""Uncut""]","[""episode""]",1,DGD,Show
